Title,Company,Date Posted,Experience,Skills/Desc,Link
Data Scientist at Proto Energy,View Jobs at Proto Energy,"Data Scientist at Proto EnergyView Jobs in Engineering / Technical/View Jobs at Proto Energy:Nov 3, 2023Deadline:Not specifiedSaveEmail","with big data technologies (e.g., Hadoop, Spark).",N/A,https://www.myjobmag.co.ke/job/data-scientist-proto-energy
Data Science at Zetech University,View Jobs at Zetech University,"Data Science at Zetech UniversityView Jobs in Education / Teaching/View Jobs at Zetech University:Nov 3, 2023Deadline:Nov 17, 2023SaveEmail",1 - 2 years,N/A,https://www.myjobmag.co.ke/job/data-science
GIS Data analysis at United Nations Development Programme (UNDP),View Jobs at United Nations Development Programme (UNDP),"GIS Data analysis at United Nations Development Programme (UNDP)View Jobs in NGO / Non-Profit Associations/View Jobs at United Nations Development Programme (UNDP):Nov 3, 2023Deadline:Nov 16, 2023SaveEmail",,N/A,https://www.myjobmag.co.ke/job/gis-data-analysis-united-nations-development-programme-undp
Data Engineer at SankuPHC,View Jobs at SankuPHC,"Data Engineer at SankuPHCView Jobs in NGO / Non-Profit Associations/View Jobs at SankuPHC:Nov 2, 2023Deadline:Not specifiedSaveEmail",5 years,N/A,https://www.myjobmag.co.ke/job/data-engineer-sankuphc
Data Entry - Paleographer at Digital Divide Data (DDD Kenya),View Jobs at Digital Divide Data (DDD Kenya),"Data Entry - Paleographer at Digital Divide Data (DDD Kenya)View Jobs in ICT / Telecommunication/View Jobs at Digital Divide Data (DDD Kenya):Nov 1, 2023Deadline:Not specifiedSaveEmail",,N/A,https://www.myjobmag.co.ke/job/data-entry-paleographer-digital-divide-data-ddd-kenya-1
Data Analyst at Old Mutual Kenya,View Jobs at Old Mutual Kenya,"Data Analyst at Old Mutual KenyaView Jobs in Banking / Financial Services/View Jobs at Old Mutual Kenya:Nov 1, 2023Deadline:Nov 8, 2023SaveEmail",with cloud platforms such as AWS and Azure.,N/A,https://www.myjobmag.co.ke/job/data-analyst-old-mutual-kenya-2
"Data  Analysis Assistant, G7 at Department for General Assembly and Conference Management DCS Nairobi",View Jobs at Department for General Assembly and Conference Management DCS Nairobi,"Data  Analysis Assistant, G7 at Department for General Assembly and Conference Management DCS NairobiView Jobs in NGO / Non-Profit Associations/View Jobs at Department for General Assembly and Conference Management DCS Nairobi:Oct 31, 2023Deadline:Nov 28, 2023SaveEmail",using Microsoft Office specifically Word and Excel; as well as Enterprise Resource Planning (ERP) systems is required.,N/A,https://www.myjobmag.co.ke/job/data-analysis-assistant-g7-department-for-general-assembly-and-conference-management-dcs-nairobi
"Data Quality Assessment Monitor, SMLP-2 at Tetra Tech",View Jobs at Tetra Tech,"Data Quality Assessment Monitor, SMLP-2 at Tetra TechView Jobs in Engineering / Technical/View Jobs at Tetra Tech:Oct 31, 2023Deadline:Not specifiedSaveEmail","working in emergency assistance sectors, such as FA, Health and Nutrition is preferred.",N/A,https://www.myjobmag.co.ke/job/data-quality-assessment-monitor-smlp-2-tetra-tech
"Assessment of Women, Peace and Security Data Gaps at UN Women",View Jobs at UN Women,"Assessment of Women, Peace and Security Data Gaps at UN WomenView Jobs in NGO / Non-Profit Associations/View Jobs at UN Women:Oct 31, 2023Deadline:Not specifiedSaveEmail",5 - 7 years,N/A,https://www.myjobmag.co.ke/job/assessment-of-women-peace-and-security-data-gaps-un-women
Africa Partner Cloud Solution Architect (Azure Data & AI) at Microsoft,View Jobs at Microsoft,"Africa Partner Cloud Solution Architect (Azure Data & AI) at MicrosoftView Jobs in ICT / Telecommunication/View Jobs at Microsoft:Oct 30, 2023Deadline:Not specifiedSaveEmail",4 years,N/A,https://www.myjobmag.co.ke/job/africa-partner-cloud-solution-architect-azure-data-ai-microsoft-1
Data Contribution Project at TELUS International,View Jobs at TELUS International,"Data Contribution Project at TELUS InternationalView Jobs in ICT / Telecommunication/View Jobs at TELUS International:Oct 30, 2023Deadline:Not specifiedSaveEmail",,N/A,https://www.myjobmag.co.ke/job/data-contribution-project-telus-international-1
Intern - Data Analytics at Kenya Revenue Authority (KRA),View Jobs at Kenya Revenue Authority (KRA),"Intern - Data Analytics at Kenya Revenue Authority (KRA)View Jobs in Government/View Jobs at Kenya Revenue Authority (KRA):Oct 30, 2023Deadline:Not specifiedSaveEmail",,N/A,https://www.myjobmag.co.ke/job/intern-data-analytics-kenya-revenue-authority-kra
Data Analyst at Palladium International,View Jobs at Palladium International,"Data Analyst at Palladium InternationalView Jobs in Consulting/View Jobs at Palladium International:Oct 30, 2023Deadline:Not specifiedSaveEmail",with data visualization tools such as Tableau and Power BI,N/A,https://www.myjobmag.co.ke/job/data-analyst-palladium-international-1
National Risk Data and Project Expert - Seychelles at United Nations Office for Disaster Risk Reduction,View Jobs at United Nations Office for Disaster Risk Reduction,"National Risk Data and Project Expert - Seychelles at United Nations Office for Disaster Risk ReductionView Jobs in Government/View Jobs at United Nations Office for Disaster Risk Reduction:Oct 28, 2023Deadline:Nov 6, 2023SaveEmail","in the UN system or any other similar international organization related to disaster risk reduction, emergency preparedness, response and recovery is desirable.",N/A,https://www.myjobmag.co.ke/job/national-risk-data-and-project-expert-seychelles-united-nations-office-for-disaster-risk-reduction
Data Protection Specialist at Population Services International (PSI),View Jobs at Population Services International (PSI),"Data Protection Specialist at Population Services International (PSI)View Jobs in NGO / Non-Profit Associations/View Jobs at Population Services International (PSI):Oct 27, 2023Deadline:Not specifiedSaveEmail",5 years,N/A,https://www.myjobmag.co.ke/job/data-protection-specialist-population-services-international-psi-2
E-Hub Data Officer at Syngenta,View Jobs at Syngenta,"E-Hub Data Officer at SyngentaView Jobs in ICT / Telecommunication/View Jobs at Syngenta:Oct 26, 2023Deadline:Not specifiedSaveEmail","in people management, agribusiness, and agricultural project implementation.",N/A,https://www.myjobmag.co.ke/job/e-hub-data-officer-syngenta-1
Data Entry Intern at Burhani Engineers Ltd,View Jobs at Burhani Engineers Ltd,"Data Entry Intern at Burhani Engineers LtdView Jobs in Engineering / Technical/View Jobs at Burhani Engineers Ltd:Oct 26, 2023Deadline:Not specifiedSaveEmail",,N/A,https://www.myjobmag.co.ke/job/data-entry-intern-burhani-engineers-ltd
Statistician-Data Scientist at University of Nairobi,View Jobs at University of Nairobi,"Statistician-Data Scientist at University of NairobiView Jobs in Education / Teaching/View Jobs at University of Nairobi:Oct 26, 2023Deadline:Nov 9, 2023SaveEmail",in writing scientific manuscripts and writing grants,N/A,https://www.myjobmag.co.ke/job/statistician-data-scientist-university-of-nairobi
Data Scientist III/IV at IDinsight,View Jobs at IDinsight,"Data Scientist III/IV at IDinsightView Jobs in NGO / Non-Profit Associations/View Jobs at IDinsight:Oct 26, 2023Deadline:Not specifiedSaveEmail",with Docker.,N/A,https://www.myjobmag.co.ke/job/data-scientist-iii-iv-idinsight-1
Data Engineer at Autochek Africa,View Jobs at Autochek Africa,"Data Engineer at Autochek AfricaView Jobs in ICT / Telecommunication/View Jobs at Autochek Africa:Oct 26, 2023Deadline:Not specifiedSaveEmail",with Microservices and Event-Driven architecture is an advantage,N/A,https://www.myjobmag.co.ke/job/data-engineer-autochek-africa
Global Environmental Data Strategist at United Nations Environment Programme (UNEP),View Jobs at United Nations Environment Programme (UNEP),"Global Environmental Data Strategist at United Nations Environment Programme (UNEP)View Jobs in General/View Jobs at United Nations Environment Programme (UNEP):Oct 25, 2023Deadline:Nov 22, 2023SaveEmail","with the United Nations, European Commission, or national governments is considered a strong asset.",N/A,https://www.myjobmag.co.ke/job/global-environmental-data-strategist-united-nations-environment-programme-unep
Analyst Data Science at Visa,View Jobs at Visa,"Analyst Data Science at VisaView Jobs in Banking / Financial Services/View Jobs at Visa:Oct 24, 2023Deadline:Not specifiedSaveEmail",in presenting ideas and analysis to stakeholders whilst tailoring data-driven results to various audience levels,N/A,https://www.myjobmag.co.ke/job/analyst-data-science-visa
"Data Scientist (Associate), Social Sectors Financing, Human Development at Genesis Analytics",View Jobs at Genesis Analytics,"Data Scientist (Associate), Social Sectors Financing, Human Development at Genesis AnalyticsView Jobs in Consulting/View Jobs at Genesis Analytics:Oct 24, 2023Deadline:Not specifiedSaveEmail","working in government, with experience working to address health services access, improvement of quality and advancement of equity highly desirable",N/A,https://www.myjobmag.co.ke/job/data-scientist-associate-social-sectors-financing-human-development-genesis-analytics
Public Health Data Systems Associate (Financial) at Genesis Analytics,View Jobs at Genesis Analytics,"Public Health Data Systems Associate (Financial) at Genesis AnalyticsView Jobs in Consulting/View Jobs at Genesis Analytics:Oct 24, 2023Deadline:Not specifiedSaveEmail",and proficiency working in the Microsoft Power Platform environment using PowerApp and PowerBI,N/A,https://www.myjobmag.co.ke/job/public-health-data-systems-associate-financial-genesis-analytics
Data & Product Strategist at World Resources Institute (WRI),View Jobs at World Resources Institute (WRI),"Data & Product Strategist at World Resources Institute (WRI)View Jobs in NGO / Non-Profit Associations/View Jobs at World Resources Institute (WRI):Oct 23, 2023Deadline:Nov 2, 2023SaveEmail",with project management practices.,N/A,https://www.myjobmag.co.ke/job/data-product-strategist-world-resources-institute-wri
Asset Tracker 3 Data Intern - Maternal Child Health at PATH,View Jobs at PATH,"Asset Tracker 3 Data Intern - Maternal Child Health at PATHView Jobs in Healthcare / Medical/View Jobs at PATH:Oct 20, 2023Deadline:Not specifiedSaveEmail",with working with data in spreadsheet/tabular format,N/A,https://www.myjobmag.co.ke/job/asset-tracker-3-data-intern-maternal-child-health-path
Data Architect at United Nations Environment Programme (UNEP),View Jobs at United Nations Environment Programme (UNEP),"Data Architect at United Nations Environment Programme (UNEP)View Jobs in General/View Jobs at United Nations Environment Programme (UNEP):Oct 19, 2023Deadline:Nov 3, 2023SaveEmail","with the United Nations, European Commission, or national governments is considered a strong asset.",N/A,https://www.myjobmag.co.ke/job/data-architect-united-nations-environment-programme-unep
"Manager, Data Protection at Family Bank Ltd",View Jobs at Family Bank Ltd,"Manager, Data Protection at Family Bank LtdView Jobs in Banking / Financial Services/View Jobs at Family Bank Ltd:Oct 19, 2023Deadline:Nov 2, 2023SaveEmail",in Data Privacy laws within the region and/or EU Data Privacy laws will be an added advantage.,N/A,https://www.myjobmag.co.ke/job/manager-data-protection-family-bank-ltd
Chief Natural Resource Scientist (Data Analyst) at Mandera County Government,View Jobs at Mandera County Government,"Chief Natural Resource Scientist (Data Analyst) at Mandera County GovernmentView Jobs in Government/View Jobs at Mandera County Government:Oct 19, 2023Deadline:Nov 8, 2023SaveEmail",4 years,N/A,https://www.myjobmag.co.ke/job/chief-natural-resource-scientist-data-analyst-mandera-county-government
Head of Data at Moniepoint,View Jobs at Moniepoint,"Head of Data at MoniepointView Jobs in Banking / Financial Services/View Jobs at Moniepoint:Oct 19, 2023Deadline:Not specifiedSaveEmail",8 years,N/A,https://www.myjobmag.co.ke/job/head-of-data-moniepoint
Regional Medical Movement Data Assistant at International Organization for Migration (IOM),View Jobs at International Organization for Migration (IOM),"Regional Medical Movement Data Assistant at International Organization for Migration (IOM)View Jobs in NGO / Non-Profit Associations/View Jobs at International Organization for Migration (IOM):Oct 19, 2023Deadline:Oct 25, 2023SaveEmail",and understanding of the public health industry.,N/A,https://www.myjobmag.co.ke/job/regional-medical-movement-data-assistant-international-organization-for-migration-iom
Data Collection - Arabic Language at TELUS International,View Jobs at TELUS International,"Data Collection - Arabic Language at TELUS InternationalView Jobs in ICT / Telecommunication/View Jobs at TELUS International:Oct 18, 2023Deadline:Oct 31, 2023SaveEmail",,N/A,https://www.myjobmag.co.ke/job/data-collection-arabic-language-telus-international
Data Analyst at St. Paulâ€™s University,View Jobs at St. Paul’s University,"Data Analyst at St. Paul’s UniversityView Jobs in Education / Teaching/View Jobs at St. Paul’s University:Oct 18, 2023Deadline:Oct 24, 2023SaveEmail",2 years,N/A,https://www.myjobmag.co.ke/job/data-analyst-st-paul-rsquo-s-university
Data and GIS Consultant at UN-Habitat,View Jobs at UN-Habitat,"Data and GIS Consultant at UN-HabitatView Jobs in NGO / Non-Profit Associations/View Jobs at UN-Habitat:Oct 17, 2023Deadline:Not specifiedSaveEmail","in mobile app dev. and in applying GIS in a humanitarian context across UN partners, NGOs & local governments is desirable.",N/A,https://www.myjobmag.co.ke/job/data-and-gis-consultant-un-habitat-1
National Risk Data Expert at United Nations Office for Disaster Risk Reduction,View Jobs at United Nations Office for Disaster Risk Reduction,"National Risk Data Expert at United Nations Office for Disaster Risk ReductionView Jobs in Government/View Jobs at United Nations Office for Disaster Risk Reduction:Oct 17, 2023Deadline:Oct 26, 2023SaveEmail",with quantitative risk assessment and disaster risk metrics is desirable.,N/A,https://www.myjobmag.co.ke/job/national-risk-data-expert-united-nations-office-for-disaster-risk-reduction
"Consultancy for the Scale-Up of the ESAR Data Readiness Initiative, Eastern and Southern Africa Regional Office at UNICEF",View Jobs at UNICEF,"Consultancy for the Scale-Up of the ESAR Data Readiness Initiative, Eastern and Southern Africa Regional Office at UNICEFView Jobs in NGO / Non-Profit Associations/View Jobs at UNICEF:Oct 17, 2023Deadline:Not specifiedSaveEmail",":At least 8 years of progressively responsible professional work experience at the national and international levels in all aspects of geographical information management in humanitarian programming including setting up ArGIS/QGIS data systems. Developing country work experience (for IP).Extensive programmatic/operational experience designing, implementing and managing geographical information systems in emergencies and humanitarian contexts is required, with preference given to experience in sub-Saharan Africa.Clearly demonstrated ability to conceptualize complex humanitarian-development issues and produce high quality technical documents, analytical materials and/or guidelines is preferred.Proven ability to communicate and work in a multi-cultural environment and provide remote organizational support is desired.Familiarity with UNICEF’s programmes in emergency contexts is preferred, with priority given to candidates experienced in setting and managing information systems in the UN",N/A,https://www.myjobmag.co.ke/job/consultancy-for-the-scale-up-of-the-esar-data-readiness-initiative-eastern-and-southern-africa-regional-office-unicef
Data Officer at Centre for Health Solutions â€“ Kenya (CHS),View Jobs at Centre for Health Solutions - Kenya (CHS),"Data Officer at Centre for Health Solutions - Kenya (CHS)View Jobs in Healthcare / Medical/View Jobs at Centre for Health Solutions - Kenya (CHS):Oct 17, 2023Deadline:Oct 22, 2023SaveEmail",,N/A,https://www.myjobmag.co.ke/job/data-officer-centre-for-health-solutions-ndash-kenya-chs-3
Data Manager at Global Alliance for Improved Nutrition (GAIN),View Jobs at Global Alliance for Improved Nutrition (GAIN),"Data Manager at Global Alliance for Improved Nutrition (GAIN)View Jobs in NGO / Non-Profit Associations/View Jobs at Global Alliance for Improved Nutrition (GAIN):Oct 16, 2023Deadline:Nov 3, 2023SaveEmail",,N/A,https://www.myjobmag.co.ke/job/data-manager-global-alliance-for-improved-nutrition-gain
"Senior Data Scientist, Product at AJUA (Formerly mSurvey)",View Jobs at AJUA (Formerly mSurvey),"Senior Data Scientist, Product at AJUA (Formerly mSurvey)View Jobs in ICT / Telecommunication/View Jobs at AJUA (Formerly mSurvey):Oct 16, 2023Deadline:Not specifiedSaveEmail",working on a team or in a group academic setting and demonstrated ability to collaborate well across teams,N/A,https://www.myjobmag.co.ke/job/senior-data-scientist-product-ajua-formerly-msurvey
Software Engineer - Data Infrastructure - OpenSearch/ElasticSearch at Canonical,View Jobs at Canonical,"Software Engineer - Data Infrastructure - OpenSearch/ElasticSearch at CanonicalView Jobs in ICT / Telecommunication/View Jobs at Canonical:Oct 13, 2023Deadline:Not specifiedSaveEmail",with operating Kubernetes clusters and a belief that it can be used for serious persistent data services,N/A,https://www.myjobmag.co.ke/job/software-engineer-data-infrastructure-opensearch-elasticsearch-canonical-1
E-Hub Data Officer at Syngenta,View Jobs at Syngenta,"E-Hub Data Officer at SyngentaView Jobs in ICT / Telecommunication/View Jobs at Syngenta:Oct 13, 2023Deadline:Not specifiedSaveEmail","in people management, agribusiness, and agricultural project implementation.",N/A,https://www.myjobmag.co.ke/job/e-hub-data-officer-syngenta
Chief Data Officer at Jubilee Insurance,View Jobs at Jubilee Insurance,"Chief Data Officer at Jubilee InsuranceView Jobs in Insurance/View Jobs at Jubilee Insurance:Oct 12, 2023Deadline:Oct 19, 2023SaveEmail",10 years,N/A,https://www.myjobmag.co.ke/job/chief-data-officer-jubilee-insurance-1
Data Coordinator at United Nations Environment Programme (UNEP),View Jobs at United Nations Environment Programme (UNEP),"Data Coordinator at United Nations Environment Programme (UNEP)View Jobs in General/View Jobs at United Nations Environment Programme (UNEP):Oct 12, 2023Deadline:Nov 9, 2023SaveEmail","with the United Nations, European Commission, or national governments is considered a strong asset.",N/A,https://www.myjobmag.co.ke/job/data-coordinator-united-nations-environment-programme-unep
Data Clerk (Community Interviewer) - 3 Positions at Kenya Medical Research - KEMRI,View Jobs at Kenya Medical Research - KEMRI,"Data Clerk (Community Interviewer) - 3 Positions at Kenya Medical Research - KEMRIView Jobs in Government/View Jobs at Kenya Medical Research - KEMRI:Oct 12, 2023Deadline:Nov 2, 2023SaveEmail",in working in a research /hospital setting is an added advantage,N/A,https://www.myjobmag.co.ke/job/data-clerk-community-interviewer-3-positions-kemya-medical-research-kemri
Automation and Data Engineer at NTT Ltd,View Jobs at NTT Ltd,"Automation and Data Engineer at NTT LtdView Jobs in ICT / Telecommunication/View Jobs at NTT Ltd:Oct 12, 2023Deadline:Not specifiedSaveEmail",3 - 5 years,N/A,https://www.myjobmag.co.ke/job/automation-and-data-engineer-ntt-ltd-1
Lead Data Scientist at Kyosk Digital Services,View Jobs at Kyosk Digital Services,"Lead Data Scientist at Kyosk Digital ServicesView Jobs in ICT / Telecommunication/View Jobs at Kyosk Digital Services:Oct 12, 2023Deadline:Oct 31, 2023SaveEmail",visualizing and presenting data for use by stakeholders using Looker Studio or any other visualization tool;,N/A,https://www.myjobmag.co.ke/job/lead-data-scientist-kyosk-digital-services
Clinical Data Entry Clerk at Ilara Health,View Jobs at Ilara Health,"Clinical Data Entry Clerk at Ilara HealthView Jobs in Healthcare / Medical/View Jobs at Ilara Health:Oct 12, 2023Deadline:Not specifiedSaveEmail",1 - 2 years,N/A,https://www.myjobmag.co.ke/job/clinical-data-entry-clerk-ilara-health-1
"Manager, Data Privacy at Standard Bank Group",View Jobs at Standard Bank Group,"Manager, Data Privacy at Standard Bank GroupView Jobs in Banking / Financial Services/View Jobs at Standard Bank Group:Oct 11, 2023Deadline:Not specifiedSaveEmail",d risk manager. 7+ years of experience working as a senior risk management professional preferably in the Financial Services Sector.,N/A,https://www.myjobmag.co.ke/job/manager-data-privacy-standard-bank-group
"Data & Product Strategist, Cities at World Resources Institute (WRI)",View Jobs at World Resources Institute (WRI),"Data & Product Strategist, Cities at World Resources Institute (WRI)View Jobs in NGO / Non-Profit Associations/View Jobs at World Resources Institute (WRI):Oct 11, 2023Deadline:Nov 1, 2023SaveEmail",with project management practices.,N/A,https://www.myjobmag.co.ke/job/data-product-strategist-cities-world-resources-institute-wri
Data Insights Analytics Cloud Support Engineer at Amazon,View Jobs at Amazon,"Data Insights Analytics Cloud Support Engineer at AmazonView Jobs in Internet / E-commerce/View Jobs at Amazon:Oct 11, 2023Deadline:Not specifiedSaveEmail","in a customer support environment   analyzing, troubleshooting, and providing solutions to technical issues  Familiar with data warehousing and ETL process  Understanding of Cloud Computing concepts   scripting or developing in at least one of the following languages :Python, R, Ruby, GO, Java, .NET (C#), JavaScript",N/A,https://www.myjobmag.co.ke/job/data-insights-analytics-cloud-support-engineer-amazon-3
Supervisor - Data Requirements Management-Strategy Innovation & Risk Management Department. at Kenya Revenue Authority (KRA),View Jobs at Kenya Revenue Authority (KRA),"Supervisor - Data Requirements Management-Strategy Innovation & Risk Management Department. at Kenya Revenue Authority (KRA)View Jobs in Government/View Jobs at Kenya Revenue Authority (KRA):Oct 10, 2023Deadline:Oct 29, 2023SaveEmail",in change management will be an added advantage,N/A,https://www.myjobmag.co.ke/job/supervisor-data-requirements-management-strategy-innovation-risk-management-department-kenya-revenue-authority-kra
Supervisor – Data Warehouse (ICT) at Kenya Revenue Authority (KRA),View Jobs at Kenya Revenue Authority (KRA),"Supervisor – Data Warehouse (ICT) at Kenya Revenue Authority (KRA)View Jobs in Government/View Jobs at Kenya Revenue Authority (KRA):Oct 9, 2023Deadline:Oct 29, 2023SaveEmail",3 years,N/A,https://www.myjobmag.co.ke/job/supervisor-data-warehouse-ict-kenya-revenue-authority-kra
Data Quality Lead at NCBA Group,View Jobs at NCBA Group,"Data Quality Lead at NCBA GroupView Jobs in Banking / Financial Services/View Jobs at NCBA Group:Oct 9, 2023Deadline:Oct 15, 2023SaveEmail",8 years,N/A,https://www.myjobmag.co.ke/job/data-quality-lead-ncba-group-2
Data Scientist at NCBA Group,View Jobs at NCBA Group,"Data Scientist at NCBA GroupView Jobs in Banking / Financial Services/View Jobs at NCBA Group:Oct 9, 2023Deadline:Oct 15, 2023SaveEmail","working in probability and statistics, time-series analysis, or econometrics as well as experience in the use of machine learning methods, for example, linear regression,decision tress, and so forth.  as well as indepth knowledge of the Python programming language, SAS Enterprise Miner and substantial knowledge of big data platforms such as Aster and Hadoop.",N/A,https://www.myjobmag.co.ke/job/data-scientist-ncba-group-3
"Head, Data Science at NCBA Group",View Jobs at NCBA Group,"Head, Data Science at NCBA GroupView Jobs in Banking / Financial Services/View Jobs at NCBA Group:Oct 9, 2023Deadline:Oct 15, 2023SaveEmail",6 years,N/A,https://www.myjobmag.co.ke/job/head-data-science-ncba-group
Data Protection Officer at M.P. Shah Hospital,View Jobs at M.P. Shah Hospital,"Data Protection Officer at M.P. Shah HospitalView Jobs in Healthcare / Medical/View Jobs at M.P. Shah Hospital:Oct 9, 2023Deadline:Not specifiedSaveEmail",3 years,N/A,https://www.myjobmag.co.ke/job/data-protection-officer-m-p-shah-hospital
Data Analytics Consultant (Level A) at United Nations Environment Programme (UNEP),View Jobs at United Nations Environment Programme (UNEP),"Data Analytics Consultant (Level A) at United Nations Environment Programme (UNEP)View Jobs in General/View Jobs at United Nations Environment Programme (UNEP):Oct 7, 2023Deadline:Oct 17, 2023SaveEmail","in data management and analysis or information management with a strong background in project monitoring, reporting, and evaluation of environmental programs is required.",N/A,https://www.myjobmag.co.ke/job/data-analytics-consultant-level-a-united-nations-environment-programme-unep
"Data Collection, Entry and Analysis Consultancy Services at Social Impact",View Jobs at Social Impact,"Data Collection, Entry and Analysis Consultancy Services at Social ImpactView Jobs in NGO / Non-Profit Associations/View Jobs at Social Impact:Oct 6, 2023Deadline:Not specifiedSaveEmail","in the use of computer applications and data capture and analysis software, particularly Microsoft Excel and Access and web-based platforms and databases.",N/A,https://www.myjobmag.co.ke/job/data-collection-entry-and-analysis-consultancy-services-social-impact
Data Analyst – Reliever at Opticom Kenya Limited,View Jobs at Opticom Kenya Limited,"Data Analyst – Reliever at Opticom Kenya LimitedView Jobs in Engineering / Technical/View Jobs at Opticom Kenya Limited:Oct 5, 2023Deadline:Not specifiedSaveEmail",,N/A,https://www.myjobmag.co.ke/job/data-analyst-reliever-opticom-kenya-limited
Consultancy: Administrative Data Systems on Discrimination and Inequality in Africa - Homebased(Re-advertised) at UN Women,View Jobs at UN Women,"Consultancy: Administrative Data Systems on Discrimination and Inequality in Africa - Homebased(Re-advertised) at UN WomenView Jobs in NGO / Non-Profit Associations/View Jobs at UN Women:Oct 5, 2023Deadline:Not specifiedSaveEmail",,N/A,https://www.myjobmag.co.ke/job/consultancy-administrative-data-systems-on-discrimination-and-inequality-in-africa-homebased-re-advertised-un-women
Data Analysts at Med-Lab Diagnostics Center,View Jobs at Med-Lab Diagnostics Center,"Data Analysts at Med-Lab Diagnostics CenterView Jobs in Healthcare / Medical/View Jobs at Med-Lab Diagnostics Center:Oct 4, 2023Deadline:Oct 13, 2023SaveEmail",with data visualization tools.,N/A,https://www.myjobmag.co.ke/job/data-analysts-med-lab-diagnostics-center
"Programme Policy Officer (Data and Innovation), SC10 at World Food Programme (WFP)",View Jobs at World Food Programme (WFP),"Programme Policy Officer (Data and Innovation), SC10 at World Food Programme (WFP)View Jobs in NGO / Non-Profit Associations/View Jobs at World Food Programme (WFP):Oct 4, 2023Deadline:Oct 24, 2023SaveEmail","in handling both qualitative and quantitative data (e.g., collecting, cleaning, visualizing, interpreting)",N/A,https://www.myjobmag.co.ke/job/programme-policy-officer-data-and-innovation-sc10-world-food-programme-wfp
Clinical Data Entry Clerk at Ilara Health,View Jobs at Ilara Health,"Clinical Data Entry Clerk at Ilara HealthView Jobs in Healthcare / Medical/View Jobs at Ilara Health:Oct 4, 2023Deadline:Not specifiedSaveEmail",1 - 2 years,N/A,https://www.myjobmag.co.ke/job/clinical-data-entry-clerk-ilara-health
"Associate, Data Learning, MLE at Evidence Action",View Jobs at Evidence Action,"Associate, Data Learning, MLE at Evidence ActionView Jobs in NGO / Non-Profit Associations/View Jobs at Evidence Action:Oct 4, 2023Deadline:Not specifiedSaveEmail",in developing reports and presentation from data analysis out/ transforming data into insight.,N/A,https://www.myjobmag.co.ke/job/associate-data-learning-mle-evidence-action
Data Science Interns at Nakala Analytics Ltd,View Jobs at Nakala Analytics Ltd,"Data Science Interns at Nakala Analytics LtdView Jobs in ICT / Telecommunication/View Jobs at Nakala Analytics Ltd:Oct 4, 2023Deadline:Oct 8, 2023SaveEmail",,N/A,https://www.myjobmag.co.ke/job/data-science-interns-nakala-analytics-ltd
Automation and Data Engineer at NTT Ltd,View Jobs at NTT Ltd,"Automation and Data Engineer at NTT LtdView Jobs in ICT / Telecommunication/View Jobs at NTT Ltd:Oct 3, 2023Deadline:Not specifiedSaveEmail",3 - 5 years,N/A,https://www.myjobmag.co.ke/job/automation-and-data-engineer-ntt-ltd
Senior Health Data Scientist at ICF Incorporated,View Jobs at ICF Incorporated,"Senior Health Data Scientist at ICF IncorporatedView Jobs in Consulting/View Jobs at ICF Incorporated:Oct 3, 2023Deadline:Not specifiedSaveEmail",1+ yrs  working with Ministries of Health in low- and middle-income countries LMICs,N/A,https://www.myjobmag.co.ke/job/senior-health-data-scientist-icf-incorporated
Data Verification Agents at Apollo Agriculture,View Jobs at Apollo Agriculture,"Data Verification Agents at Apollo AgricultureView Jobs in Banking / Financial Services/View Jobs at Apollo Agriculture:Sep 29, 2023Deadline:Not specifiedSaveEmail",,N/A,https://www.myjobmag.co.ke/job/data-verification-agents-apollo-agriculture
Data Verification Quality Assurance Agent at Apollo Agriculture,View Jobs at Apollo Agriculture,"Data Verification Quality Assurance Agent at Apollo AgricultureView Jobs in Banking / Financial Services/View Jobs at Apollo Agriculture:Sep 29, 2023Deadline:Not specifiedSaveEmail",,N/A,https://www.myjobmag.co.ke/job/data-verification-quality-assurance-agent-apollo-agriculture
Data Engineer at Pezesha,View Jobs at Pezesha,"Data Engineer at PezeshaView Jobs in ICT / Telecommunication/View Jobs at Pezesha:Sep 29, 2023Deadline:Not specifiedSaveEmail",(or a strong interest in) collaborating with technology and data science teams to design and implement scalable infrastructures for different types of structured and unstructured data.,N/A,https://www.myjobmag.co.ke/job/data-engineer-pezesha
Data Management Consultant at African Union - InterAfrican Bureau for Animal Resources,View Jobs at African Union - InterAfrican Bureau for Animal Resources,"Data Management Consultant at African Union - InterAfrican Bureau for Animal ResourcesView Jobs in Agriculture / Agro-Allied/View Jobs at African Union - InterAfrican Bureau for Animal Resources:Sep 29, 2023Deadline:Oct 6, 2023SaveEmail",Specific Professional  35,N/A,https://www.myjobmag.co.ke/job/data-management-consultant-african-union-interafrican-bureau-for-animal-resources
Qualitative Data Analyst at SoCha,View Jobs at SoCha,"Qualitative Data Analyst at SoChaView Jobs in NGO / Non-Profit Associations/View Jobs at SoCha:Sep 28, 2023Deadline:Oct 5, 2023SaveEmail",5 years,N/A,https://www.myjobmag.co.ke/job/qualitative-data-analyst-socha
Data Entry Clerk at Jhpiego,View Jobs at Jhpiego,"Data Entry Clerk at JhpiegoView Jobs in NGO / Non-Profit Associations/View Jobs at Jhpiego:Sep 28, 2023Deadline:Not specifiedSaveEmail",2 years,N/A,https://www.myjobmag.co.ke/job/data-entry-clerk-jhpiego
